object_id,location_id,address_primary,city,state,zip,Challenge_Potential_Served,Uniti_availability
45704,1123372422,208 S GREEN ST,NEW ROSS,IN,47968,TRUE,unavailable
45705,1123372423,204 S GREEN ST,NEW ROSS,IN,47968,TRUE,unavailable
45706,1123372425,207 S MAIN ST,NEW ROSS,IN,47968,TRUE,unavailable
45707,1123372426,205 S MAIN ST,NEW ROSS,IN,47968,TRUE,unavailable
45708,1123372400,215 S GREEN ST,NEW ROSS,IN,47968,TRUE,unavailable
45709,1123372408,220 RAILROAD ST BLDG 2,NEW ROSS,IN,47968,TRUE,unavailable
45710,1123372409,216 WEST ST,NEW ROSS,IN,47968,TRUE,unavailable
45711,1123372410,210 WEST ST,NEW ROSS,IN,47968,TRUE,unavailable
45712,1123372412,204 WEST ST,NEW ROSS,IN,47968,TRUE,unavailable
45713,1123372413,206 WEST ST,NEW ROSS,IN,47968,TRUE,unavailable
45714,1123372414,208 WEST ST,NEW ROSS,IN,47968,TRUE,unavailable
45794,1049711366,305 S 200 W,VEEDERSBURG,IN,47987,TRUE,unavailable
45871,1135399810,2294 W 800 N,FOWLER,IN,47944,TRUE,unavailable
45872,1135399798,7196 N 200 W,FOWLER,IN,47944,TRUE,unavailable
46168,1135399988,1540 E 900 N,GOODLAND,IN,47948,TRUE,unavailable
46177,1135400473,9326 W 1800 S,EARL PARK,IN,47942,TRUE,unavailable
46178,1135398318,8963 W 855 N,EARL PARK,IN,47942,TRUE,unavailable
46179,1135398319,8585 N STATE ROAD 71,EARL PARK,IN,47942,TRUE,unavailable
46180,1135398320,8983 W 855 N,EARL PARK,IN,47942,TRUE,unavailable
46181,1135398296,8608 N STATE ROAD 71,EARL PARK,IN,47942,TRUE,unavailable
46182,1135398316,8566 N STATE ROAD 71 BLDG 2,EARL PARK,IN,47942,TRUE,unavailable
46183,1135398317,8566 N STATE ROAD 71,EARL PARK,IN,47942,TRUE,unavailable
46184,1135401508,8984 W 855 N,EARL PARK,IN,47942,TRUE,unavailable
46185,1135400474,2692 N STATE ROAD 71 BLDG 2,EARL PARK,IN,47942,TRUE,unavailable
46186,1135397175,8475 N 885 W,EARL PARK,IN,47942,TRUE,unavailable
46187,1135400479,8873 W 855 N,EARL PARK,IN,47942,TRUE,unavailable
46188,1135400480,8851 W 855 N,EARL PARK,IN,47942,TRUE,unavailable
46189,1135400482,8929 W 855 N,EARL PARK,IN,47942,TRUE,unavailable
46190,1135400483,8911 W 855 N,EARL PARK,IN,47942,TRUE,unavailable
46191,1135401512,8852 W 845 N,EARL PARK,IN,47942,TRUE,unavailable
46415,1049712768,700 N SANDHILL RD,COVINGTON,IN,47932,TRUE,unavailable
46416,1049712773,737 N SANDHILL RD,COVINGTON,IN,47932,TRUE,unavailable
46473,1135401513,8908 W 845 N,EARL PARK,IN,47942,TRUE,unavailable
46474,1135398323,8469 N 895 W,EARL PARK,IN,47942,TRUE,unavailable
46475,1135398325,8908 W 850 N,EARL PARK,IN,47942,TRUE,unavailable
46476,1135398326,8468 N 890 W,EARL PARK,IN,47942,TRUE,unavailable
46477,1135400488,8925 W 845 N,EARL PARK,IN,47942,TRUE,unavailable
46478,1135404912,8458 N 890 W BLDG 2,EARL PARK,IN,47942,TRUE,unavailable
46479,1413395505,845 N 845 N BLDG 2,EARL PARK,IN,47942,TRUE,unavailable
46480,1413395506,8458 N 890 W,EARL PARK,IN,47942,TRUE,unavailable
46485,1135401507,8981 W 850 N,EARL PARK,IN,47942,TRUE,unavailable
46486,1135401509,8546 N 895 W,EARL PARK,IN,47942,TRUE,unavailable
46487,1135401510,8510 N 895 W,EARL PARK,IN,47942,TRUE,unavailable
46488,1135400484,8536 N 890 W,EARL PARK,IN,47942,TRUE,unavailable
46489,1135400485,8905 W 850 N,EARL PARK,IN,47942,TRUE,unavailable
46490,1135400486,8915 W 850 N,EARL PARK,IN,47942,TRUE,unavailable
46491,1135401511,8531 N 895 W,EARL PARK,IN,47942,TRUE,unavailable
46492,1135398327,8340 N STATE ROAD 71 BLDG 2,EARL PARK,IN,47942,TRUE,unavailable
46493,1135400489,8406 N STATE ROAD 71,EARL PARK,IN,47942,TRUE,unavailable
46494,1135400490,8438 N STATE ROAD 71,EARL PARK,IN,47942,TRUE,unavailable
46496,1135400472,8774 N STATE ROAD 71,EARL PARK,IN,47942,TRUE,unavailable
46497,1135401547,8806 N STATE ROAD 71,EARL PARK,IN,47942,TRUE,unavailable
46498,1135400478,8596 N 885 W,EARL PARK,IN,47942,TRUE,unavailable
46642,1049712783,659 N SANDHILL RD,COVINGTON,IN,47932,TRUE,unavailable
46761,1135398310,8235 W 800 N,EARL PARK,IN,47942,TRUE,unavailable
46772,1135400475,8960 W 845 N BLDG 2,EARL PARK,IN,47942,TRUE,unavailable
46773,1135401506,8960 W 845 N,EARL PARK,IN,47942,TRUE,unavailable
46774,1135400491,8404 N STATE ROAD 71,EARL PARK,IN,47942,TRUE,unavailable
46775,1135401543,8340 N STATE ROAD 71,EARL PARK,IN,47942,TRUE,unavailable
46780,1135397913,3994 N 600 W,EARL PARK,IN,47942,TRUE,unavailable
46781,1135402440,5124 W 475 N,EARL PARK,IN,47942,TRUE,unavailable
47107,1123372417,201 S GREEN ST,NEW ROSS,IN,47968,TRUE,unavailable
47108,1123372418,205 S GREEN ST,NEW ROSS,IN,47968,TRUE,unavailable
47109,1123372419,207 S GREEN ST,NEW ROSS,IN,47968,TRUE,unavailable
47110,1123372420,218 RAILROAD ST,NEW ROSS,IN,47968,TRUE,unavailable
48143,1049712763,658 N SANDHILL RD,COVINGTON,IN,47932,TRUE,unavailable
48144,1049712775,647 N SANDHILL RD,COVINGTON,IN,47932,TRUE,unavailable
48147,1049712776,766 N SANDHILL RD,COVINGTON,IN,47932,TRUE,unavailable
48370,1049712772,749 N SANDHILL RD,COVINGTON,IN,47932,TRUE,unavailable
48371,1049712780,773 N SANDHILL RD,COVINGTON,IN,47932,TRUE,unavailable
48497,1123352956,9549 E 300 S,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48498,1123352955,9423 E 300 S,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48499,1123352948,2494 S 875 E,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48500,1123353057,2349 S 875 E,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48501,1385462300,2011 S 875 E,CRAWFORDSVILLE,IN,47933,TRUE,unavailable
48502,1385462301,2015 S 875 E,CRAWFORDSVILLE,IN,47933,TRUE,unavailable
48503,1413416824,2009 S 875 E,CRAWFORDSVILLE,IN,47933,TRUE,unavailable
48504,1123352958,3038 S 900 E,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48505,1123352954,9177 E 300 S,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48506,1123352946,8862 E 300 S,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48507,1123352953,300 W SOUTH BLVD BLDG 86,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48508,1123352951,9306 E WALNUT LN,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48509,1123352949,9246 E 300 S,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48761,1123352950,9332 E 300 S,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48771,1123353038,9341 E 200 S,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48772,1123353056,200 W SOUTH BLVD BLDG 44,CRAWFORDSVILLE,IN,47933,TRUE,unavailable
48776,1123352963,3461 S 1000 E,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48778,1123352973,3779 S 1000 E,NEW ROSS,IN,47968,TRUE,unavailable
48779,1123352964,3373 S 1000 E,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48780,1123352966,9989 E 300 S,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48781,1123352968,9939 E 300 S,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48783,1123352965,3427 S 1000 E,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
48784,1123352967,3395 S 1000 E,CRAWFORDSVLLE,IN,47933,TRUE,unavailable
52899,1031523845,922 W US HIGHWAY 24,KENTLAND,IN,47951,TRUE,unavailable
52900,1031523848,983 W 1550 S,KENTLAND,IN,47951,TRUE,unavailable
53364,1107707385,204 E FERRY ST,CAYUGA,IN,47928,TRUE,unavailable
53365,1107707640,102 W FERRY ST,CAYUGA,IN,47928,TRUE,unavailable
53366,1107714264,104 FERRY ST,CAYUGA,IN,47928,TRUE,unavailable
54229,1107706366,707 S LOGAN ST,CAYUGA,IN,47928,TRUE,unavailable
54230,1107707422,701 S LOGAN ST,CAYUGA,IN,47928,TRUE,
54231,1107708926,715 S LOGAN ST,CAYUGA,IN,47928,TRUE,unavailable
54232,1107712983,717 S LOGAN ST,CAYUGA,IN,47928,TRUE,unavailable
54233,1107713455,721 S LOGAN ST,CAYUGA,IN,47928,TRUE,unavailable
54296,1287009833,6021 E COUNTY ROAD 675 N BLDG 2,BAINBRIDGE,IN,46105,TRUE,unavailable
54297,1287010686,6111 E COUNTY ROAD 675 N,BAINBRIDGE,IN,46105,TRUE,unavailable
54428,1107710816,710/712 S DIVISION,CAYUGA,IN,47928,TRUE,unavailable
54429,1107713420,714 S DIVISION ST,CAYUGA,IN,47928,TRUE,unavailable
54430,1107713661,702 S DIVISION ST,CAYUGA,IN,47928,TRUE,unavailable
56136,1287021620,3438 E COUNTY ROAD 550 S,GREENCASTLE,IN,46135,TRUE,unavailable
56572,1413408310,509 W 1000 S,KINGMAN,IN,47952,TRUE,unavailable
56742,1049708203,304 W 1000 S,KINGMAN,IN,47952,TRUE,unavailable
56743,1049708207,490 W 1000 S,KINGMAN,IN,47952,TRUE,unavailable
56755,1049708884,3710 S KINGMAN RD,KINGMAN,IN,47952,TRUE,unavailable
56853,1413395540,100 S & 500 E,FOWLER,IN,47944,TRUE,unavailable
56854,1135399323,5463 N 200 E,FOWLER,IN,47944,TRUE,unavailable
56857,1135399800,1260 S 600 E,FOWLER,IN,47944,TRUE,unavailable
57493,1107710059,100 W FERRY ST,CAYUGA,IN,47928,TRUE,unavailable
58179,1038184416,824 S GRAVEYARD RD,PARAGON,IN,46166,TRUE,unavailable
58515,1107709717,723 S LOGAN ST,CAYUGA,IN,47928,TRUE,unavailable
58516,1107714276,720 S DIVISION ST,CAYUGA,IN,47928,TRUE,unavailable
58520,1107709359,107 W PARK ST,CAYUGA,IN,47928,TRUE,unavailable
58650,1038185368,10351 W COUNTY ROAD 1000 N,STILESVILLE,IN,46180,TRUE,unavailable
58653,1038185161,10126 W STATE ROAD 42,STILESVILLE,IN,46180,TRUE,unavailable
58654,1038185166,9568 N MEASEL RD,STILESVILLE,IN,46180,TRUE,unavailable
58655,1038185174,9686 N MEASEL RD,STILESVILLE,IN,46180,TRUE,unavailable
58656,1038185187,9596 N MEASEL RD,STILESVILLE,IN,46180,TRUE,unavailable
58657,1038185173,9536 N MEASEL RD,STILESVILLE,IN,46180,TRUE,unavailable
58659,1038185167,10973 W COUNTY ROAD 1000 N,STILESVILLE,IN,46180,TRUE,unavailable
58660,1038185160,10762 W STATE ROAD 42,STILESVILLE,IN,46180,TRUE,unavailable
58661,1038185169,10812 W STATE ROAD 42,STILESVILLE,IN,46180,TRUE,unavailable
58665,1038185168,10902 W STATE ROAD 42,STILESVILLE,IN,46180,TRUE,unavailable
58666,1038185172,9631-9635 N LITTLE POINT RD,STILESVILLE,IN,46180,TRUE,unavailable
58667,1413418030,11001 COUNTY HIGHWAY 875 W,STILESVILLE,IN,46180,TRUE,unavailable
58786,1038185170,9681 N LITTLE POINT RD,STILESVILLE,IN,46180,TRUE,unavailable
58787,1038185171,9641 N LITTLE POINT RD,STILESVILLE,IN,46180,TRUE,unavailable
59164,1287032145,678 W COUNTY ROAD 1100 N,ROACHDALE,IN,46172,TRUE,unavailable
59165,1287032138,1000 W COUNTY ROAD 1100 N,ROACHDALE,IN,46172,TRUE,unavailable
59167,1287032135,1054 W COUNTY ROAD 1100 N,ROACHDALE,IN,46172,TRUE,unavailable
59168,1287032133,1240 W COUNTY ROAD 1100 N BLDG 3,ROACHDALE,IN,46172,TRUE,unavailable
59169,1287033173,1055 W COUNTY ROAD 1000 N,ROACHDALE,IN,46172,TRUE,unavailable
59345,1287032156,196 W COUNTY ROAD 1100 N,ROACHDALE,IN,46172,TRUE,unavailable
59355,1287032116,1100 N BLDG 24,ROACHDALE,IN,46172,TRUE,unavailable
59555,1038185577,11417 N ANGLIN RD,STILESVILLE,IN,46180,TRUE,unavailable
59556,1038185579,11373 N ANGLIN RD,STILESVILLE,IN,46180,TRUE,unavailable
59768,1038185575,10069 W NORTH COUNTY LINE RD,STILESVILLE,IN,46180,TRUE,unavailable
59769,1038185583,10029 W NORTH COUNTY LINE RD,STILESVILLE,IN,46180,TRUE,unavailable
59770,1038185586,10183 W NORTH COUNTY LINE RD,STILESVILLE,IN,46180,TRUE,unavailable
60884,1012898701,4774 W COUNTY LINE RD N,WEST LAFAYETTE,IN,47906,TRUE,unavailable
60885,1012898700,12234 S COUNTY ROAD 650 W,WEST LAFAYETTE,IN,47906,TRUE,unavailable
61166,1012898669,8425 W 1300 S,WEST LAFAYETTE,IN,47906,TRUE,unavailable
61370,1096037060,5125 N COUNTY ROAD 300 E,BRAZIL,IN,47834,TRUE,unavailable
61371,1096049231,5111 N COUNTY ROAD 300 E,BRAZIL,IN,47834,TRUE,unavailable
61372,1096037061,5273 N COUNTY ROAD 300 E,BRAZIL,IN,47834,TRUE,unavailable
61804,1287009977,402 N ELM ST,BAINBRIDGE,IN,46105,TRUE,unavailable
61805,1287009953,409 E MAPLE ST,BAINBRIDGE,IN,46105,TRUE,unavailable
61806,1287009979,413 E MAPLE ST,BAINBRIDGE,IN,46105,TRUE,unavailable
61807,1287009999,415 E MAPLE ST,BAINBRIDGE,IN,46105,TRUE,unavailable
61808,1287010023,411 E MAPLE ST,BAINBRIDGE,IN,46105,TRUE,unavailable
61809,1287010026,403 E MAPLE ST,BAINBRIDGE,IN,46105,TRUE,unavailable
62003,1049712790,830 N PORTLAND ARCH RD,COVINGTON,IN,47932,TRUE,unavailable
63681,1116621621,2883 E US HIGHWAY 41,ATTICA,IN,47918,TRUE,unavailable
63685,1116619198,2641 E US HIGHWAY 41,ATTICA,IN,47918,TRUE,unavailable
63927,1116621589,2881 E US HIGHWAY 41,ATTICA,IN,47918,TRUE,unavailable
63969,1314571292,7043 W COUNTY LINE RD N,W LAFAYETTE,IN,47906,TRUE,unavailable
65549,1038185034,1008 S GRAVEYARD RD,PARAGON,IN,46166,TRUE,unavailable
65554,1038184032,1634 S SMITH LN,PARAGON,IN,46166,TRUE,unavailable
65784,1038185033,991 S GRAVEYARD RD,PARAGON,IN,46166,TRUE,unavailable
65785,1038184033,756 S SMITH LN,PARAGON,IN,46166,TRUE,unavailable
65786,1038184035,1466 S SMITH LN,PARAGON,IN,46166,TRUE,unavailable
65787,1038184042,1650 S SMITH LN,PARAGON,IN,46166,TRUE,unavailable
65822,1096047797,2850 E COUNTY ROAD 500 N BLDG 2,BRAZIL,IN,47834,TRUE,unavailable
65823,1096047817,2510 E COUNTY ROAD 500 N,BRAZIL,IN,47834,TRUE,unavailable
66438,1096047795,2323 E COUNTY ROAD 500 N BLDG 2,BRAZIL,IN,47834,TRUE,unavailable
66439,1096047807,2361 E COUNTY ROAD 500 N,BRAZIL,IN,47834,TRUE,unavailable
67198,1314578793,5176 BURTON RD,WESTPOINT,IN,47992,TRUE,unavailable
67199,1314578794,5140 BURTON RD,WESTPOINT,IN,47992,TRUE,unavailable
67974,1286944264,6652 W 100 N,MONTEZUMA,IN,47862,TRUE,unavailable
67975,1286945363,128 N MADISON ST,MONTEZUMA,IN,47862,TRUE,unavailable
67976,1286962337,6614 W 100 N,MONTEZUMA,IN,47862,TRUE,unavailable
67992,1089025035,7251 W NEW GOSHEN AVE,W TERRE HAUTE,IN,47885,TRUE,unavailable
68137,1286946096,31 N POND ST,MONTEZUMA,IN,47862,TRUE,unavailable
68138,1286949994,13 N POND ST,MONTEZUMA,IN,47862,TRUE,unavailable
68139,1286947880,16 N POND ST,MONTEZUMA,IN,47862,TRUE,unavailable
68248,1287009967,406 N ELM ST,BAINBRIDGE,IN,46105,TRUE,unavailable
68249,1287009982,306 E SUMMIT ST,BAINBRIDGE,IN,46105,TRUE,unavailable
68250,1287010030,401 QUINN ST,BAINBRIDGE,IN,46105,TRUE,unavailable
68323,1286948172,218 N MADISON ST,MONTEZUMA,IN,47862,TRUE,unavailable
68341,1286943548,6127 W US HIGHWAY 36,MONTEZUMA,IN,47862,TRUE,unavailable
68342,1286946006,6127 W US HIGHWAY 36 BLDG 2,MONTEZUMA,IN,47862,TRUE,unavailable
69061,1314554741,5911 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69062,1314554743,5819 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69063,1314554744,5713 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69264,1314534709,6013 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69265,1314534710,6005 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69266,1314554740,5927 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69267,1314554742,6830 W 600 S,WESTPOINT,IN,47992,TRUE,unavailable
69268,1314554747,5927 S 700 W BLDG 2,WESTPOINT,IN,47992,TRUE,unavailable
69272,1314554732,5639 S 700 W BLDG 2,WESTPOINT,IN,47992,TRUE,unavailable
69273,1314554745,5639 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69311,1286948583,830 E 450 N,MARSHALL,IN,47859,TRUE,
69314,1384903761,977 E 450 N,MARSHALL,IN,47859,TRUE,unavailable
69316,1286945910,493 E 450 N,MARSHALL,IN,47859,TRUE,unavailable
69317,1286946252,497 E 450 N,MARSHALL,IN,47859,TRUE,unavailable
69635,1314534705,6309 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69636,1314534706,6243 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69637,1314534707,6185 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69638,1314534708,6135 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69819,1314554738,5407 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69820,1314554739,5331 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69822,1314554734,5501 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69823,1314554735,5445 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69824,1314554736,5429 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
69825,1314554737,5423 S 700 W,WESTPOINT,IN,47992,TRUE,unavailable
72165,1286943612,3416 N US HIGHWAY 41,BLOOMINGDALE,IN,47832,TRUE,unavailable
72166,1286945301,41 S NORTH DR,ROCKVILLE,IN,47872,TRUE,unavailable
72167,1286945380,3559 N US HIGHWAY 41,BLOOMINGDALE,IN,47832,TRUE,unavailable
72169,1286943409,2875 N COLBY DR,MARSHALL,IN,47859,TRUE,unavailable
72170,1286944746,600 E 275 N,MARSHALL,IN,47859,TRUE,unavailable
72171,1286946307,2785 N COLBY DR,MARSHALL,IN,47859,TRUE,unavailable
72172,1286949263,2840 N COLBY DR,MARSHALL,IN,47859,TRUE,unavailable
72173,1286949950,2869 N COLBY DR,MARSHALL,IN,47859,TRUE,unavailable
72174,1384904016,2800 N COLBY DR,MARSHALL,IN,47859,TRUE,unavailable
72255,1135400512,1131 COUNTY ROAD 100 W,FOWLER,IN,47944,TRUE,unavailable
72256,1385273278,779 N 100 W,FOWLER,IN,47944,TRUE,unavailable
72257,1135400531,728 W STATE ROAD 18,FOWLER,IN,47944,TRUE,unavailable
72258,1385272323,728 W STATE ROAD 18 BLDG 2,FOWLER,IN,47944,TRUE,unavailable
72389,1286946251,3069 N US HIGHWAY 41,MARSHALL,IN,47859,TRUE,unavailable
72390,1286944363,3362 N 100 E,MARSHALL,IN,47859,TRUE,unavailable
72391,1286943436,3674 N 100 E,MARSHALL,IN,47859,TRUE,unavailable
72392,1286945669,4161 N US HIGHWAY 41,BLOOMINGDALE,IN,47832,TRUE,unavailable
72393,1286951449,3909 N US HIGHWAY 41,BLOOMINGDALE,IN,47832,TRUE,unavailable
72394,1286946623,3909 N US HIGHWAY 41 BLDG 2,BLOOMINGDALE,IN,47832,TRUE,unavailable
72395,1286949142,3901 N US HIGHWAY 41,BLOOMINGDALE,IN,47832,TRUE,unavailable
72397,1286945227,4164 N US HIGHWAY 41,BLOOMINGDALE,IN,47832,TRUE,unavailable
72490,1135400654,465 W DIVISION RD,FOWLER,IN,47944,TRUE,unavailable
72654,1314578797,9495 TURNER RD,WESTPOINT,IN,47992,TRUE,unavailable
72656,1314578795,9811 TURNER RD BLDG 2,WESTPOINT,IN,47992,TRUE,unavailable
72657,1314578796,9707 TURNER RD,WESTPOINT,IN,47992,TRUE,unavailable
73882,1385303379,12896 N MURPHY RD,BRAZIL,IN,47834,TRUE,unavailable
77383,1086690353,104 E TWIN BRIDGES RD,DANVILLE,IN,46122,TRUE,unavailable
77384,1086690355,124 E TWIN BRIDGES RD,DANVILLE,IN,46122,TRUE,unavailable
79722,1135397576,824 W DIVISION RD,FOWLER,IN,47944,TRUE,unavailable
79723,1135399149,809 W DIVISION RD,FOWLER,IN,47944,TRUE,unavailable
79725,1135397574,757 W DIVISION RD,FOWLER,IN,47944,TRUE,unavailable
79726,1135400655,907 W DIVISION RD,FOWLER,IN,47944,TRUE,unavailable
81490,1135401375,716 E 200 S,FOWLER,IN,47944,TRUE,unavailable
81491,1135399133,809 E 300 S,FOWLER,IN,47944,TRUE,unavailable
